nbNodesNumber of Nodes =	3421
voxel size (µm)	5

all volumes, lenghts and surfaces are reported as voxels

Node ID	Location Node(x,y,z)(µm))	Node Type	Node Volume	Node Dmax	Nodes radius
553	125,71,162	cell	4212	10.9985	4.88435
554	538,186,157	cell	4268	12.7919	3.84469
555	1014,2,159	border_cell	713	9.05329	3.11435
556	1150,496,155	cell	405	8.62801	3.14862
557	25,653,157	cell	4347	9.632	2.41421
558	408,13,162	border_cell	107056	49.1831	16.9333
559	109,294,151	cell	5868	18.6358	4.75515
560	20,654,158	cell	1	8.28807	4.14404
561	1052,796,157	cell	6530	12.4665	4.64172
562	1141,494,156	cell	601	8.44902	2.94022
563	316,974,145	border_cell	137748	49.0751	18.1371
564	431,72,160	cell	797	8.4298	3.34892
565	333,89,160	cell	483	8.05914	2.85669
566	125,297,165	cell	21119	19.4138	8.34399
567	394,308,157	cell	494	8.35829	3.31368
568	185,393,159	cell	3316	14.0844	6.42562
569	285,576,154	cell	11296	22.1955	8.0394
570	518,691,166	cell	67247	36.1712	10.6909
571	401,305,158	cell	446	8.36249	3.19541
572	928,369,164	cell	9054	20.9993	9.05614
573	1126,488,161	cell	1	8.19889	4.09945
574	1218,81,164	cell	6648	13.1585	6.21469
575	326,337,161	cell	3047	10.3699	3.21162
576	463,708,162	cell	1	10.0369	5.01844
577	428,289,163	cell	1	12.1338	6.06689
578	412,299,156	cell	1192	8.40658	3.5457
579	392,310,163	cell	1	8.4028	4.2014
580	329,87,163	border_cell	2	8.18253	3.56747
581	67,263,160	cell	263	8.01637	2.48064
582	364,712,168	cell	81369	31.2995	12.0119
583	57,247,168	cell	5718	13.1728	5.23798
584	66,257,166	cell	1	8.19315	4.09658
585	342,335,166	cell	2307	10.3876	3.44223
586	833,437,170	cell	7857	15.2739	5.85662
587	437,458,164	cell	23583	16.6961	6.14338
588	268,548,173	cell	64362	27.7526	11.8277
589	303,608,167	cell	3028	10.1694	3.30392
590	1046,753,174	cell	28650	23.445	9.36317
591	532,189,168	cell	2328	12.48	5.41675
592	857,428,170	cell	20556	19.9825	9.22238
593	718,475,166	cell	411571	52.9759	22.4316
594	354,790,166	cell	999	11.3562	3.93224
595	522,193,168	cell	714	8.77985	3.79226
596	159,363,176	cell	64066	24.807	6.81979
597	1175,526,156	cell	21047	22.2922	3.18383
598	564,652,176	cell	5150	14.1678	4.3709
599	302,192,180	cell	100063	33.4052	15.3839
600	694,376,168	cell	16304	20.344	7.79553
601	972,572,174	cell	39731	28.3612	12.7278
602	288,595,166	cell	3539	16.2091	6.10383
603	463,713,187	cell	18976	13.9523	5.66564
604	312,299,172	cell	3598	12.1256	5.65133
605	75,732,167	cell	192	10.0995	2.41419
606	518,198,176	cell	2891	12.0395	3.82925
607	52,232,175	cell	1149	10.4577	4.7501
608	481,711,173	cell	1	10.2178	5.1089
609	426,289,166	cell	6558	14.3134	5.33786
610	888,349,177	cell	2516	10.5243	4.63491
611	961,536,179	cell	31000	25.0687	6.62709
612	65,770,177	cell	27037	24.9221	9.96648
613	424,246,175	cell	2	8.85723	4.19126
614	689,417,180	cell	126177	39.0319	16.7225
615	362,785,182	cell	10578	15.5245	5.89771
616	938,563,181	cell	11182	18.5044	8.22992
617	103,268,182	cell	42273	22.4191	4.94587
618	214,440,180	cell	1863	9.02854	4.09038
619	145,304,181	cell	2712	13.2659	5.74174
620	85,746,178	cell	19006	24.6937	9.68546
621	992,5,181	border_cell	4241	14.9445	4.78515
622	507,204,180	cell	3424	14.7978	6.91417
623	469,319,180	cell	2073	11.5133	5.56968
624	134,679,178	cell	13	8.35964	2.89905
625	426,242,179	cell	169	10.1242	2.8124
626	954,380,180	cell	61254	36.2521	15.8133
627	289,618,180	cell	1571	13.2594	4.79347
628	317,680,177	cell	104248	36.1298	13.8195
629	958,507,184	cell	5121	15.1738	7.58691
630	480,326,183	cell	2235	10.275	4.84361
631	566,594,183	cell	4569	15.8585	7.02623
632	1214,82,182	cell	1103	10.1448	4.04643
633	425,295,190	cell	12487	17.1434	4.85085
634	391,310,175	cell	9090	15.1236	4.08637
635	417,105,184	cell	1321	8.56162	3.04589
636	493,341,185	cell	1933	9.60585	1.70711
637	475,362,188	cell	3360	9.17707	1
638	884,445,187	cell	3352	9.90979	3.6158
639	961,490,186	cell	4345	15.2208	5.304
640	259,965,161	border_cell	290041	61.3867	14.5499
641	997,363,192	cell	224242	39.0495	17.4078
642	650,7,185	border_cell	1567	12.2927	3.3839
643	892,442,187	cell	1	8.09694	4.04847
644	1160,503,166	cell	28072	24.3819	7.91679
645	1204,74,191	cell	4237	10.4411	1.96593
646	495,209,187	cell	6947	16.4017	6.27692
647	704,3,189	border_cell	368	9.19028	3.42011
648	466,219,186	cell	30736	30.0007	10.3801
649	913,433,192	cell	3479	13.1463	4.54098
650	993,446,193	cell	270811	40.9616	11.9377
651	128,685,191	cell	1	12.1878	6.09389
652	323,902,193	cell	3162	11.6068	5.71274
653	924,340,198	cell	5409	13.3992	-1
654	415,372,192	cell	1	8.06292	4.03146
655	192,243,187	cell	927	8.16094	1.57735
656	489,441,193	cell	5835	15.1381	6.05196
657	407,297,198	cell	19565	20.8555	9.50335
658	550,483,194	cell	755	8.44325	3.77346
659	568,594,197	cell	4215	14.0041	5.84854
660	283,129,192	cell	164340	54.5014	18.9871
661	599,165,172	cell	53070	19.2507	4.087
662	382,773,210	cell	9409	13.5144	5.81043
663	1275,849,201	border_cell	76573	42.1952	16.8137
664	419,369,198	cell	3010	10.0055	4.21785
665	966,429,197	cell	1	34.0433	17.0217
666	1114,536,198	cell	1216	8.6027	3.00296
667	468,427,196	cell	5744	16.0745	6.27
668	260,599,199	cell	100692	38.913	18.3494
669	196,233,195	cell	1138	10.3227	3.37841
670	559,488,196	cell	1255	9.74259	3.3346
671	575,504,196	cell	22645	22.5367	6.94649
672	1047,562,203	cell	2474	8.56374	1.70711
673	1019,608,196	cell	110	8.06033	2.99261
674	1018,208,195	cell	1576	8.05865	2.54533
675	457,717,201	cell	1	12.0252	6.0126
676	108,27,220	border_cell	472419	79.3801	22.3285
677	1019,234,202	cell	1	10.2679	5.13394
678	422,258,198	cell	446	10.1525	4.49634
679	1179,533,190	cell	35710	32.2083	9.2448
680	625,117,203	cell	1	10.2013	5.10066
681	495,437,203	cell	1	16.1241	8.06204
682	550,457,204	cell	11567	15.4201	6.29444
683	1019,598,202	cell	423	8.36605	3.32612
684	33,149,203	cell	1540	10.6963	4.16578
685	571,376,204	cell	1	10.3548	5.17739
686	1024,593,210	cell	1986	9.06097	4.07346
687	1021,606,200	cell	989	10.5922	3.95196
688	548,705,221	border_cell	198602	43.3038	15.2367
689	638,823,208	cell	169877	46.0251	18.7139
690	643,24,194	cell	5562	12.5428	5.17937
691	151,675,200	cell	1651	12.3186	4.98439
692	407,157,206	cell	1	8.00195	4.00098
693	394,219,204	cell	2706	12.9448	4.17547
694	613,590,212	cell	4687	9.16036	3.62493
695	680,12,217	border_cell	62421	35.4832	10.0462
696	1019,232,202	cell	1844	12.4131	4.32793
697	579,371,206	cell	2	10.2515	4.48152
698	1052,578,207	cell	1056	8.25561	3.55441
699	487,910,208	cell	3016	8.25793	3.87099
700	646,355,204	cell	95901	34.361	12.8707
701	227,643,213	border_cell	251327	42.3365	18.5743
702	283,656,206	cell	119458	40.7441	12.6645
703	6,824,210	border_cell	2112	10.4408	4.3675
704	385,197,211	cell	42351	27.5986	11.9964
705	8,653,209	border_cell	12840	29.1653	9.76235
706	1002,125,210	cell	2	8.2544	3.47637
707	967,326,210	cell	1	8.60903	4.30452
708	590,363,209	cell	2	8.03072	3.56227
709	515,402,212	cell	1693	8.62595	3.17761
710	255,536,202	cell	1923	8.15976	2.88253
711	563,379,215	cell	15280	13.2235	5.31454
712	1040,470,216	cell	48358	34.2229	12.4803
713	148,679,208	cell	1060	14.6919	6.4313
714	309,983,214	border_cell	106850	58.7279	17.0004
715	550,386,212	cell	1	12.0868	6.04341
716	36,800,210	cell	26542	22.6045	8.64959
717	1184,15,213	cell	1	12.0407	6.02037
718	652,36,213	cell	4072	14.1705	5.61205
719	1009,228,211	cell	6666	14.179	6.0257
720	591,362,218	cell	1788	10.024	4.6679
721	459,391,211	cell	335	8.6187	2.41421
722	474,920,210	cell	761	8.2508	2.31039
723	392,227,219	cell	10743	14.374	4.48831
724	7,470,217	border_cell	3139	10.829	4.23305
725	543,868,218	cell	73553	30.1611	12.0079
726	182,203,224	cell	26785	21.9288	7.58269
727	183,233,216	cell	15549	19.9577	8.99224
728	401,249,219	cell	4077	13.7682	6.19426
729	467,928,212	cell	779	8.14172	3.26318
730	993,131,218	cell	8413	14.4656	4.70589
731	420,191,230	cell	26259	20.0186	7.69091
732	257,556,224	cell	10311	14.0861	5
733	617,766,222	cell	108526	36.8132	16.0351
734	338,856,215	cell	1425	10.3596	4.37066
735	407,264,218	cell	6300	15.7227	7.70719
736	1140,507,208	cell	91237	33.3367	12.0547
737	585,728,223	cell	99217	36.9353	9.88881
738	631,118,210	cell	9398	17.0251	5.29967
739	981,161,224	cell	10120	13.4971	3.63343
740	478,408,216	cell	22109	23.0447	6.96834
741	1030,615,226	cell	14440	14.5279	4.90808
742	4,820,219	border_cell	2576	14.8782	5.24978
743	461,389,220	cell	3179	11.0423	4.09917
744	499,424,219	cell	27159	21.4226	8.11548
745	570,583,217	cell	922	8.65389	3.44213
746	1180,540,229	cell	97095	34.269	13.8471
747	81,717,218	cell	252004	41.2872	15.2735
748	345,826,219	cell	46485	29.9364	13.5839
749	347,90,212	border_cell	1.39974e+06	81.097	29.6603
750	1027,189,225	cell	4103	11.4128	4.82485
751	1038,195,221	cell	1	8.02513	4.01257
752	571,577,220	cell	189	8.54741	2.54221
753	911,583,220	cell	2199	8.7517	1
754	600,866,233	cell	183015	41.3583	12.1673
755	480,920,221	cell	396	8.56159	2.53777
756	961,118,225	cell	359	8.27728	2.36282
757	958,128,223	cell	3184	10.626	4.37016
758	1031,202,223	cell	2820	11.5344	4.63289
759	914,586,223	cell	1	8.18943	4.09471
760	19,637,225	border_cell	97994	38.7801	13.4219
761	389,722,219	cell	1600	13.4499	3.68841
762	136,86,233	cell	4279	9.73293	4.33151
763	1224,161,224	cell	1079	9.29091	4.5445
764	1125,67,196	border_cell	1.11425e+06	84.9719	25.1108
765	940,64,228	cell	2535	11.1185	4.86934
766	136,380,233	cell	3682	9.74375	-1
767	554,398,226	cell	1	8.0238	4.0119
768	515,436,226	cell	4260	12.5346	5.72018
769	576,456,223	cell	17453	26.2068	11.055
770	473,727,224	cell	1340	10.9126	4.32301
771	427,326,223	cell	526	10.0295	3.9924
772	182,666,224	cell	639	10.445	4.54806
773	407,979,227	cell	1	8.10727	4.05364
774	208,178,228	cell	1	12.0713	6.03566
775	572,590,221	cell	1090	10.2534	3.861
776	399,986,228	cell	1	8.18845	4.09423
777	217,35,226	cell	894	8.2507	2.677
778	138,85,229	cell	1	8.05704	4.02852
779	192,187,232	cell	7606	16.6487	6.21994
780	428,321,233	cell	3765	11.2113	4.2087
781	214,32,234	cell	2090	9.48954	3.40981
782	647,65,230	cell	471	8.71025	2.96293
783	206,168,232	cell	8742	15.2374	6.05866
784	977,187,229	cell	1389	12.837	5.49076
785	367,816,231	cell	2916	14.7575	6.27903
786	470,928,223	cell	2129	10.3858	3.97334
787	961,195,234	cell	9424	14.5991	6.63364
788	943,272,229	cell	294	9.0938	2.23457
789	53,675,235	cell	22651	25.8927	12.3788
790	195,42,234	cell	1763	9.42502	4.18801
791	650,89,231	cell	533	10.0768	4.07988
792	186,161,234	cell	2000	10.1852	5.0926
793	158,202,233	cell	475	8.14813	2.72857
794	169,402,232	cell	230	8.09321	2.33595
795	988,600,236	cell	1	8.31809	4.15904
796	753,832,233	cell	982	8.86988	2.54511
797	181,48,235	cell	1480	10.018	3.31006
798	645,70,227	cell	4402	10.0588	3.64823
799	945,269,236	cell	1233	10.325	4.49443
800	936,271,237	cell	1	10.1454	5.0727
801	1085,490,239	border_cell	158704	35.6136	14.8583
802	395,722,230	cell	4685	16.0267	5.97523
803	404,981,229	cell	5040	12.544	3.87164
804	183,175,238	cell	2952	12.3736	4.78672
805	794,289,218	cell	3238	8.07328	1
806	155,397,237	cell	540	10.3302	3.36384
807	202,659,237	cell	2	10.0492	4.83373
808	336,752,238	cell	1	8.02875	4.01438
809	999,2,239	border_cell	1119	12.7201	4.70953
810	130,401,242	cell	2511	11.8675	4.75942
811	577,581,239	cell	6846	12.1634	4.98817
812	51,814,236	cell	1999	8.26269	3
813	660,78,240	cell	2562	13.4658	5.25653
814	900,273,240	cell	1	12.035	6.01751
815	519,428,240	cell	335	8.08696	3.67432
816	996,599,232	cell	595	10.2512	2.401
817	189,664,235	cell	1354	12.195	4.56753
818	676,828,239	cell	90795	43.721	17.8059
819	367,831,245	cell	10508	19.3923	7.97617
820	470,930,239	cell	4155	12.629	5.57602
821	1023,4,242	border_cell	4987	15.4016	4.76872
822	187,43,244	cell	2210	10.4027	4.24644
823	950,218,242	cell	2429	11.8398	5.2052
824	146,394,242	cell	3592	13.1347	6.4273
825	389,813,245	cell	20200	17.8243	3.99984
826	1046,8,244	border_cell	7122	15.2431	6.89672
827	532,364,240	cell	329	9.28675	2.49249
828	149,412,238	cell	542	8.47049	2.83151
829	981,602,240	cell	475	10.1555	3.60995
830	329,745,241	cell	2058	10.6008	4.73925
831	339,753,240	cell	647	10.0776	4.24176
832	361,762,245	cell	7101	15.1658	6.83038
833	423,795,245	cell	2780	9.93077	1
834	1073,25,243	cell	1	14.2458	7.12289
835	115,424,250	border_cell	2914	8.22854	-1
836	632,491,224	border_cell	987253	70.782	16.6383
837	1000,604,243	cell	1	12.2129	6.10644
838	152,410,246	cell	8449	12.0742	2.99128
839	872,580,244	cell	1	8.01513	4.00757
840	983,604,243	cell	192	10.7469	4.54843
841	403,813,244	cell	1	12.0196	6.00982
842	508,913,245	cell	2133	8.1378	2.53462
843	189,3,250	border_cell	4996	16.6238	5.70007
844	932,270,238	cell	2443	10.678	3.72554
845	118,407,244	cell	1753	10.0539	3.56809
846	388,181,258	border_cell	79088	29.6576	8.33075
847	814,280,246	cell	1	10.1578	5.07892
848	876,585,249	cell	4662	11.6504	4.68718
849	409,800,246	cell	1	8.10576	4.05288
850	44,2,250	border_cell	905	9.45693	2.90067
851	723,2,242	border_cell	336	14.087	3.45424
852	40,7,246	cell	765	9.39901	3.90992
853	509,414,249	cell	4921	16.1446	7.47886
854	134,694,236	cell	30225	30.1115	10.4757
855	41,82,242	border_cell	455724	63.8765	26.1077
856	902,272,240	cell	4137	14.4148	5.0449
857	533,358,255	cell	5981	9.73028	3.96163
858	345,745,252	cell	3878	13.1607	3.77006
859	504,754,247	cell	1982	12.4867	4.64362
860	653,173,239	cell	189778	52.2654	18.3842
861	741,263,246	cell	653	8.97853	2.83569
862	411,726,245	cell	18155	21.2335	9.11922
863	389,780,248	cell	4319	14.7459	5.32321
864	400,797,250	cell	920	9.57208	4.06454
865	674,79,244	cell	2833	14.0553	5.71975
866	18,697,250	cell	1980	10.4409	5.22043
867	522,747,250	cell	2643	8.87428	3.95455
868	468,941,247	cell	811	10.6078	3.92717
869	473,740,252	border_cell	80538	35.7782	15.3111
870	35,6,253	cell	529	8.54693	3.70342
871	822,275,254	cell	12116	12.5904	5.00876
872	123,399,250	cell	127	8.98222	2.82766
873	446,788,251	cell	973	8.11397	3.2186
874	36,14,252	cell	1133	10.6576	4.62179
875	1016,305,251	cell	6697	18.8129	7.99617
876	933,215,253	cell	14248	17.5457	7.38856
877	745,261,252	cell	1699	10.2373	3.82635
878	936,612,251	cell	157	8.49421	2.65035
879	375,767,254	cell	7122	16.0694	6.94429
880	393,765,257	cell	6874	16.3579	7.5232
881	459,789,254	cell	1	8.02901	4.0145
882	932,56,255	cell	1	8.56667	4.28334
883	925,57,255	cell	1	8.50136	4.25068
884	819,88,257	cell	2097	8.60067	1.70711
885	439,239,237	border_cell	171234	34.5438	4.75001
886	608,391,248	border_cell	270153	52.1026	18.6487
887	932,614,253	cell	424	9.27344	3.82539
888	927,616,257	cell	1312	9.94462	4.42102
889	625,820,257	cell	3053	10.7844	4.95335
890	932,55,257	cell	4137	9.92952	4.70405
891	430,217,256	cell	1	8.09321	4.04661
892	24,522,256	cell	2	9.23417	4.33283
893	31,551,256	cell	1	8.28673	4.14336
894	983,606,249	cell	1513	14.1509	5.04257
895	899,71,257	cell	1	10.4568	5.22841
896	896,271,263	border_cell	23747	17.029	7.83613
897	834,274,257	cell	1	10.0724	5.03621
898	939,614,254	cell	376	10.2461	3.73636
899	721,6,252	border_cell	3773	16.2286	6.27237
900	143,391,254	cell	2343	14.0826	6.56803
901	1004,607,249	cell	10287	20.0871	7.02256
902	761,256,267	border_cell	9949	13.1339	5.94349
903	142,325,259	cell	13795	16.8435	8.00381
904	895,69,259	cell	4529	12.5149	5.3912
905	681,218,256	border_cell	251007	53.9266	23.8747
906	404,761,258	cell	1268	14.6868	5.51634
907	479,785,265	border_cell	25998	23.6681	8.7703
908	717,18,262	cell	702	8.44553	2.90488
909	516,410,265	cell	3289	12.8282	5.60675
910	878,58,266	cell	7881	13.3709	4.34502
911	20,514,261	cell	1324	10.426	4.13017
912	470,940,259	cell	3864	12.4936	5.4144
913	31,546,257	cell	2091	10.3554	3.83775
914	904,25,268	cell	2077	9.44546	3.85235
915	136,191,267	cell	3099	13.4206	6.3225
916	32,554,266	cell	1	10.322	5.16098
917	124,743,266	cell	1	8.05197	4.02599
918	125,187,265	cell	707	12.5271	4.74103
919	428,209,264	cell	3432	16.1754	6.539
920	1004,615,263	cell	5916	22.1447	9.76396
921	26,521,266	border_cell	6865	13.5293	5.02729
922	1205,802,267	border_cell	49851	33.7006	12.1472
923	740,248,268	cell	346	12.0185	4.07116
924	99,406,266	cell	859	10.0803	3.28225
925	168,682,258	border_cell	103773	32.4088	11.9011
926	432,874,265	cell	1996	12.2704	2
927	736,7,269	border_cell	8266	18.1702	5.70246
928	413,175,271	cell	1	10.2982	5.1491
929	774,175,273	border_cell	2073	11.6382	4.534
930	406,216,271	border_cell	4613	20.3955	9.33622
931	85,412,268	cell	224	8.11368	2.33595
932	444,882,272	border_cell	7137	13.7412	5.95934
933	121,744,268	cell	1862	10.8211	3.10037
934	334,993,271	border_cell	3321	19.1085	5.27952
935	16,455,260	cell	2205	10.0197	-1
936	391,928,275	border_cell	1460	9.77658	3.95397
937	32,532,273	border_cell	3189	15.6017	6.74298
938	416,904,276	border_cell	1737	9.66492	4.24036
939	360,952,274	border_cell	2765	10.707	2
940	771,2,276	border_cell	710	9.17387	3.26296
941	784,186,274	border_cell	3442	14.1369	6.63991
942	379,941,274	border_cell	3919	14.0584	5.97607
943	420,289,276	border_cell	1911	11.3674	4.26949
944	134,390,267	border_cell	11172	19.8172	5.8495
945	8,457,276	border_cell	2024	11.8247	3.20493
946	956,624,271	border_cell	16949	22.9053	6.68211
947	1234,786,277	cell	1	14.0157	7.00785
948	406,909,275	border_cell	474	8.99194	1.9968
949	343,976,276	border_cell	1804	9.35267	3.25197
950	392,215,277	border_cell	862	11.4757	4.37047
951	1030,305,270	border_cell	21478	26.4805	10.4426
952	106,402,273	border_cell	8083	16.7639	4.81386
953	69,417,276	border_cell	1001	9.38477	2.51832
954	430,737,267	border_cell	80212	40.4968	10.3517
955	460,947,273	border_cell	7356	17.9743	6.24434
956	1281,13,268	border_cell	26682	49.7107	10.6072
957	1193,111,256	border_cell	966885	96.4437	23.7776
958	828,150,277	border_cell	4164	13.5578	1
959	417,192,272	border_cell	12450	20.8849	1.99999
960	899,237,278	border_cell	1024	9.59051	2.94565
961	31,558,271	border_cell	6455	12.4131	4.74456
962	986,616,269	border_cell	16479	25.1864	9.16151
963	125,749,277	border_cell	1604	13.1777	5.3717
964	1190,834,274	border_cell	3484	17.0168	3.63343
965	497,830,275	border_cell	5010	15.8388	3
966	717,836,263	border_cell	247156	63.9546	13.4424
967	871,864,265	border_cell	97452	43.0879	8.43935
968	532,878,270	border_cell	21773	26.119	7.88831
969	866,2,276	border_cell	1014	11.0959	2.19315
970	283,42,280	border_cell	1	12.014	6.00698
971	797,107,278	border_cell	443	8.55461	3.05857
972	679,118,261	border_cell	130455	40.9106	12.2719
973	821,141,280	border_cell	1	12.0298	6.01492
974	822,151,280	border_cell	1	8.13042	4.06521
975	842,158,277	border_cell	1081	12.3558	4.21464
976	851,174,277	border_cell	2272	12.1099	1
977	109,164,278	border_cell	1272	10.0604	1.96283
978	865,178,277	border_cell	625	12.4397	3.44111
979	880,188,277	border_cell	3931	16.1708	2.73912
980	130,185,275	border_cell	4269	14.6889	5.89558
981	903,207,275	border_cell	10794	20.3067	5.90856
982	867,209,278	border_cell	1268	9.5971	2.5136
983	1170,511,277	border_cell	469	8.39568	2.41419
984	1258,532,275	border_cell	1860	10.1116	1.70711
985	1203,540,271	border_cell	30553	32.3659	12.5195
986	48,651,278	border_cell	1108	8.03745	1.57735
987	265,653,269	border_cell	52727	36.4351	9.34687
988	1073,652,258	border_cell	215799	62.0353	22.0506
989	507,852,276	border_cell	4147	15.0825	3.30392
990	799,852,265	border_cell	81653	54.3694	13.7051
991	871,866,280	border_cell	1	42.3205	21.1602
992	502,902,277	border_cell	3345	14.2208	3.92913
993	1117,936,278	border_cell	388	9.04209	2.2958
994	1132,934,277	border_cell	1216	12.1554	4.02201
995	375,974,277	border_cell	317	10.7969	2.41027
996	411,983,266	border_cell	59045	36.2145	7.87257
997	133,5,19	border_throat	672	28.6749	7.46957
998	247,20,14	border_throat	1342	25.8025	4.87302
999	250,33,22	throat	1	2	1
1000	252,33,22	throat	3	2	-1
1001	596,7,8	border_throat	174	12.6514	6.08282
1002	1283,18,5	border_throat	118	8.74176	3.78875
1003	1285,14,9	throat	1	2	1
1004	1281,25,4	border_throat	105	9.31799	4.13887
1005	1290,26,3	border_throat	166	10.8659	4.92039
1006	1286,25,12	throat	3	2	1
1007	570,31,0	border_throat	20	11.2199	4.9147
1008	578,43,4	border_throat	415	18.4575	8.4194
1009	572,53,9	throat	1	2	1
1010	238,51,3	border_throat	117	8.73954	1.70711
1011	257,61,11	border_throat	813	27.1162	8.66824
1012	606,50,16	border_throat	2998	34.7396	11.4025
1013	1041,95,10	border_throat	496	15.8406	7.29028
1014	781,95,2	border_throat	112	8.73446	2.53168
1015	1004,101,3	border_throat	199	11.8915	4.04396
1016	784,100,1	border_throat	55	5.99598	1
1017	263,104,2	border_throat	135	6.66546	1.96593
1018	777,111,6	border_throat	343	10.6375	2
1019	683,113,2	border_throat	164	10.5492	3.20552
1020	237,115,10	border_throat	619	25.3663	7.24783
1021	261,110,2	border_throat	113	8.07137	2.54529
1022	237,147,11	border_throat	727	25.7851	9.57808
1023	220,146,3	throat	1	2	1
1024	1246,158,6	border_throat	337	12.3655	4.11862
1025	1254,166,7	throat	1	2	1
1026	733,164,10	border_throat	1451	25.3086	5.31874
1027	1224,170,7	border_throat	447	12.1963	5.34414
1028	1205,169,15	border_throat	535	11.3748	4.99694
1029	1197,182,0	border_throat	9	8.47446	3.44097
1030	221,206,8	border_throat	1215	31.0866	6
1031	729,194,8	border_throat	822	30.6654	7.62105
1032	1083,226,3	border_throat	123	11.6839	4.79829
1033	91,242,1	border_throat	55	9.53205	3
1034	96,237,6	throat	1	2	1
1035	3,227,21	border_throat	520	24.3155	5.31874
1036	99,248,3	border_throat	74	6.86029	2.54533
1037	106,261,5	border_throat	242	11.3921	5.72734
1038	110,251,4	throat	2	2	1
1039	114,256,4	throat	2	2	1
1040	202,234,17	border_throat	3002	23.8551	5.80263
1041	245,251,17	throat	1	2	1
1042	245,248,18	throat	2	2	1
1043	250,250,19	throat	1	2	1
1044	251,251,20	throat	4	2	-1
1045	245,258,0	border_throat	8	8.81772	3.84469
1046	247,266,0	border_throat	3	12.4725	5.07808
1047	122,270,1	border_throat	17	4.56525	-1
1048	361,289,9	border_throat	921	31.5561	10.5347
1049	483,269,5	border_throat	178	11.1788	4.96346
1050	116,279,2	border_throat	71	10.8543	4.23919
1051	72,275,1	border_throat	13	3.41419	1
1052	82,284,5	border_throat	300	10.8526	4.37307
1053	69,280,4	throat	6	2	1
1054	81,282,14	throat	43	3.83379	1.57735
1055	121,281,3	border_throat	114	12.4267	4.59734
1056	235,275,0	border_throat	3	8.60094	3.25711
1057	386,284,16	border_throat	722	20.7276	8
1058	74,296,7	border_throat	241	9.78093	1
1059	81,305,2	throat	4	2	1
1060	314,319,9	border_throat	783	17.8568	4.9163
1061	706,298,34	border_throat	9859	52.2339	23.1824
1062	669,295,13	throat	1	2	1
1063	81,317,5	border_throat	277	10.0963	4.54943
1064	82,310,1	throat	3	2	1
1065	298,371,4	border_throat	139	10.2428	4.58661
1066	197,380,5	border_throat	155	7.58819	2.28446
1067	204,383,9	throat	1	2	1
1068	273,387,8	border_throat	209	19.0095	7.50879
1069	287,389,15	border_throat	704	21.5299	8.70699
1070	172,399,4	border_throat	184	9.50988	2.99498
1071	242,403,3	border_throat	162	10.0537	3.89868
1072	264,403,6	border_throat	324	17.1115	6.90529
1073	164,407,4	border_throat	198	8.63507	3.89276
1074	296,422,11	border_throat	1625	28.7433	12.5226
1075	177,408,3	border_throat	78	7.97079	3.4388
1076	153,413,0	border_throat	3	12.3015	5.70931
1077	267,429,12	border_throat	1346	28.0593	11.15
1078	843,418,2	border_throat	104	8.5764	4.22069
1079	842,410,2	throat	2	2	1
1080	843,411,4	throat	4	2	-1
1081	248,418,2	border_throat	50	7.00401	2.23626
1082	166,420,3	border_throat	144	10.4824	5.02626
1083	162,427,2	throat	2	2	1
1084	277,450,15	border_throat	1005	26.4507	12.2026
1085	168,427,5	border_throat	242	10.9228	2.401
1086	158,429,3	border_throat	28	5.71368	1
1087	176,420,3	throat	9	3.78815	1.70711
1088	240,443,9	border_throat	957	30.5152	13.1334
1089	1104,451,5	border_throat	311	15.6182	3.44223
1090	1104,455,13	throat	2	2	1
1091	212,454,12	border_throat	905	27.8941	9.89278
1092	321,474,10	border_throat	1058	27.0511	5.96734
1093	1054,458,5	border_throat	106	8.20052	2.54533
1094	1061,464,0	border_throat	2	2	1
1095	38,464,7	border_throat	362	23.3446	5.64006
1096	132,462,0	border_throat	1	2	1
1097	139,497,6	border_throat	630	40.5135	15.1241
1098	1120,476,5	border_throat	636	23.3995	4.84812
1099	1086,464,1	border_throat	18	3.93185	1
1100	1091,469,2	border_throat	58	6.62793	3
1101	1087,480,0	border_throat	2	2	1
1102	329,480,8	border_throat	625	30.433	13.6746
1103	71,500,21	border_throat	3173	36.848	7.48742
1104	70,507,2	throat	1	2	1
1105	69,509,2	throat	2	2	-1
1106	1297,494,2	border_throat	79	11.1587	3.43938
1107	944,518,4	border_throat	191	11.5499	4.3709
1108	891,519,0	border_throat	5	18.9456	8.70768
1109	69,554,8	border_throat	1021	22.1222	8.99359
1110	107,562,2	throat	1	2	1
1111	1152,572,10	border_throat	2095	39.4202	14.1966
1112	1135,566,14	throat	4	3.1547	1.57735
1113	99,569,0	border_throat	3	8.1086	3.75054
1114	55,586,2	border_throat	127	8.81742	4.04788
1115	1182,598,2	border_throat	44	6.85536	2.54533
1116	1140,607,17	border_throat	1833	41.7488	13.0908
1117	486,609,5	border_throat	291	12.4269	4.85282
1118	488,603,12	throat	1	2	1
1119	1182,604,1	border_throat	14	4.70413	1.96593
1120	495,614,3	border_throat	73	12.1906	6.08732
1121	626,608,3	border_throat	109	8.02526	3.00153
1122	510,622,2	border_throat	170	17.1615	7.81071
1123	555,645,1	border_throat	6	2	1
1124	544,650,13	border_throat	394	18.0527	8.46233
1125	1072,654,4	border_throat	76	7.86349	3.82465
1126	1072,657,10	throat	1	2	1
1127	1077,655,1	border_throat	71	8.33597	2.54533
