  6298  2.138000E-003  2.138000E-003  2.138000E-003
    25 1.427115E-003 1.934890E-003 1.218660E-003   1	 5697	    0	    0	  854
    26 2.121965E-003 6.895050E-004 1.389700E-004   2	 5960	    0	    0	    1	  868	  442
    27 2.084550E-003 1.069000E-003 2.121965E-003   2	  298	    0	    0	    1	  880	  441
    28 1.929545E-003 1.314870E-003 1.443150E-004   1	 3905	    0	    0	  883
    29 1.737125E-003 1.154520E-003 1.400390E-003   1	 5401	    0	    0	  891
    30 1.437805E-003 1.240040E-003 2.121965E-003   1	 6021	    0	    0	  898
    31 1.143830E-003 1.352285E-003 9.514100E-004   1	 1804	    0	    0	  900
    32 1.534015E-003 3.901850E-004 1.934890E-003   1	 5980	    0	    0	  907
    33 2.057825E-003 9.086500E-005 8.338200E-004   1	 3924	    0	    0	  913
    34 6.039850E-004 2.138000E-004 1.432460E-003   1	 5374	    0	    0	  917
    35 8.231300E-004 1.181245E-003 1.999030E-003   1	 5704	    0	    0	  931
    36 1.159865E-003 5.345000E-006 1.453840E-003   1	 2090	    0	    0	  934
    37 1.993685E-003 6.360550E-004 1.571430E-003   1	 4812	    0	    0	  970
    38 1.860060E-003 9.514100E-004 7.750250E-004   1	 1969	    0	    0	  975
    39 1.662295E-003 1.127795E-003 2.512150E-004   1	 5303	    0	    0	  977
    40 2.121965E-003 7.376100E-004 1.020895E-003   2	    0	  598	    0	    1	  440	  997
    41 6.841600E-004 2.025755E-003 9.674450E-004   1	 5951	    0	    0	 1017
    42 2.191450E-004 2.121965E-003 6.414000E-004   1	 1207	    0	    0	 1053
    43 1.838680E-003 2.458700E-004 1.384355E-003   2	 3424	 3886	    0	    0	 1092	 1058
    44 1.026240E-003 1.058310E-003 1.865405E-003   2	 5399	 5523	    0	    0	 1097	  617
    45 2.832850E-004 8.017500E-005 1.534015E-003   3	 4870	 6016	 5046	    0	    0	 1100	 1099	 1049
    46 1.571430E-003 2.100585E-003 6.788150E-004   1	 5599	    0	    0	 1106
    47 1.384355E-003 1.982995E-003 1.459185E-003   1	 4988	    0	    0	 1134
    48 3.741500E-005 1.111760E-003 7.108850E-004   1	 2990	    0	    0	 1143
    49 1.320215E-003 1.015550E-004 1.395045E-003   1	 4741	    0	    0	 1144
    50 1.320215E-003 4.650150E-004 3.848400E-004   2	  368	 5996	    0	    0	 1155	  577
    51 2.458700E-004 1.026240E-003 2.031100E-003   1	 3592	    0	    0	 1196
    52 1.175900E-004 1.229350E-003 7.429550E-004   2	 3932	 4374	    0	    0	  640	 1199
    53 1.175900E-004 1.603500E-005 4.596700E-004   1	   54	    0	    0	 1210
    54 1.977650E-004 3.207000E-005 5.345000E-004   3	 4024	 5627	   53	    0	    0	 1222	  449	 1210
    55 1.603500E-004 1.956270E-003 2.116620E-003   1	 2920	    0	    0	 1242
    56 1.940235E-003 9.460650E-004 7.857150E-004   1	 6017	    0	    0	 1267
    57 1.512635E-003 4.169100E-004 3.313900E-004   1	 2911	    0	    0	 1287
    58 1.571430E-003 1.806610E-003 1.395045E-003   2	 5047	 5211	    0	    0	 1305	  785
    59 2.084550E-004 1.603500E-004 2.036445E-003   2	 4121	 4120	    0	    0	  910	 1328
    60 1.320215E-003 1.282800E-004 8.445100E-004   1	 4954	    0	    0	 1337
    61 1.550050E-004 1.373665E-003 2.127310E-003   1	 2526	    0	    0	 1352
    62 4.115650E-004 8.284750E-004 2.121965E-003   2	  281	 1779	    0	    0	 1354	  734
    63 5.986400E-004 1.341595E-003 7.643350E-004   1	 5968	    0	    0	 1356
    64 1.833335E-003 1.790575E-003 2.121965E-003   1	 5269	    0	    0	 1358
    65 2.127310E-003 8.979600E-004 1.550050E-004   2	    0	   66	    0	    1	  439	 1364
    66 2.079205E-003 9.246850E-004 1.336250E-004   1	   65	    0	    0	 1364
    67 1.656950E-004 1.443150E-003 1.069000E-005   1	 1230	    0	    0	 1368
    68 9.086500E-004 1.742470E-003 1.550050E-003   2	 2960	 5485	    0	    0	 1378	 1071
    69 1.710400E-004 8.872700E-004 1.069000E-005   1	 4627	    0	    0	 1381
    70 1.069000E-005 2.512150E-004 9.139950E-004   2	   -1	 2973	    1	    0	  438	 1388
    71 5.879500E-004 9.941700E-004 2.121965E-003   3	 4540	  973	 4505	    0	    0	 1181	 1399	  564
    72 1.560740E-003 2.121965E-003 4.489800E-004   1	 5598	    0	    0	 1400
    73 1.079690E-003 5.024300E-004 3.581150E-004   1	 4918	    0	    0	 1403
    74 1.015550E-004 2.111275E-003 5.986400E-004   1	 4466	    0	    0	 1404
    75 2.138000E-005 8.391650E-004 6.146750E-004   2	   -1	 3782	    1	    0	  437	 1412
    76 4.970850E-004 8.926150E-004 1.956270E-003   1	 3679	    0	    0	 1413
    77 1.651605E-003 2.020410E-003 6.948500E-004   1	 2262	    0	    0	 1433
    78 1.496600E-004 4.008750E-004 4.008750E-004   1	 2866	    0	    0	 1434
    79 1.314870E-003 3.634600E-004 5.345000E-005   1	  227	    0	    0	 1435
    80 1.603500E-005 1.202625E-003 1.844025E-003   2	   -1	  913	    1	    0	  436	 1436
    81 1.165210E-003 7.215750E-004 1.074345E-003   1	 3883	    0	    0	 1452
    82 1.357630E-003 1.982995E-003 1.603500E-003   1	  121	    0	    0	 1463
    83 7.322650E-004 1.069000E-005 3.207000E-004   2	 2150	 1008	    0	    0	 1478	  456
    84 1.256075E-003 1.069000E-005 1.015550E-003   1	 5584	    0	    0	 1484
    85 1.069000E-004 1.892130E-003 1.769195E-003   1	 3900	    0	    0	 1486
    86 1.603500E-005 7.589900E-004 4.169100E-004   2	   -1	 3065	    1	    0	  435	 1491
    87 1.710400E-003 1.982995E-003 7.162300E-004   1	 2477	    0	    0	 1495
    88 1.069000E-005 4.169100E-004 1.737125E-003   2	   -1	 4611	    1	    0	  434	 1498
    89 1.635570E-003 1.389700E-004 1.897475E-003   2	 4224	  919	    0	    0	 1520	 1001
    90 1.304180E-003 1.149175E-003 9.621000E-005   1	 4645	    0	    0	 1545
    91 2.939750E-004 1.373665E-003 8.552000E-005   1	 2046	    0	    0	 1549
    92 1.245385E-003 3.313900E-004 1.111760E-003   1	 5458	    0	    0	 1550
    93 2.036445E-003 4.703600E-004 1.811955E-003   1	 3409	    0	    0	 1552
    94 3.848400E-004 1.913510E-003 4.222550E-004   1	 5481	    0	    0	 1556
    95 6.681250E-004 1.982995E-003 1.026240E-003   1	 3386	    0	    0	 1558
    96 2.116620E-003 1.667640E-003 6.788150E-004   3	 1233	 2494	    0	    0	    1	 1574	 1575	  433
    97 1.608845E-003 7.162300E-004 1.336250E-004   2	 5035	 1450	    0	    0	 1582	 1050
    98 2.068515E-003 8.338200E-004 1.282800E-004   1	 1632	    0	    0	 1586
    99 1.341595E-003 5.451900E-004 2.458700E-004   1	  496	    0	    0	 1595
   100 1.608845E-003 2.244900E-004 4.276000E-005   1	  101	    0	    0	 1600
   101 1.672985E-003 1.817300E-004 5.345000E-006   1	  100	    0	    0	 1600
   102 1.085035E-003 1.630225E-003 1.325560E-003   3	 5463	 3390	 5058	    0	    0	 1603	 1093	 1046
   103 1.304180E-003 1.833335E-003 1.314870E-003   1	 3379	    0	    0	 1606
   104 1.854715E-003 2.036445E-003 2.057825E-003   2	 5825	 4962	    0	    0	 1611	  777
   105 5.238100E-004 1.507290E-003 3.100100E-004   1	  115	    0	    0	 1619
   106 1.069000E-005 1.400390E-003 6.307100E-004   3	 2184	   -1	 3577	    1	    0	 1230	  432	 1631
   107 1.427115E-003 5.879500E-005 5.719150E-004   4	 5995	 6023	 2607	 2860	    0	    0	  744	  871	 1632	 1500
   108 1.699710E-003 5.238100E-004 1.405735E-003   1	 5916	    0	    0	 1646
   109 2.672500E-004 1.811955E-003 6.520900E-004   1	  402	    0	    0	 1651
   110 4.703600E-004 5.184650E-004 3.260450E-004   1	 5805	    0	    0	 1656
   111 5.719150E-004 7.857150E-004 1.635570E-003   1	 5992	    0	    0	 1659
   112 3.207000E-004 1.982995E-003 1.576775E-003   1	  165	    0	    0	 1661
   113 1.865405E-003 3.046650E-004 1.966960E-003   2	 3595	 4780	    0	    0	 1662	 1150
   114 1.330905E-003 1.870750E-004 1.453840E-003   2	 1462	 4929	    0	    0	 1664	  570
   115 4.596700E-004 1.475220E-003 3.207000E-004   2	 5500	  105	    0	    0	 1670	 1619
   116 1.672985E-003 2.565600E-004 1.491255E-003   1	 5081	    0	    0	 1677
   117 7.964050E-004 1.122450E-004 2.079205E-003   1	 5940	    0	    0	 1689
   118 1.635570E-003 1.769195E-003 5.932950E-004   1	 4926	    0	    0	 1704
   119 1.095725E-003 1.117105E-003 1.582120E-003   1	  211	    0	    0	 1706
   120 2.089895E-003 5.665700E-004 1.544705E-003   3	 1037	 3720	    0	    0	    1	  522	 1713	  431
   121 1.330905E-003 1.972305E-003 1.550050E-003   3	 3379	   82	 2020	    0	    0	 1714	 1463	 1672
   122 1.715745E-003 1.400390E-003 1.491255E-003   2	 1453	 4604	    0	    0	 1386	 1721
   123 2.127310E-003 1.400390E-003 1.090380E-003   2	    0	 5085	    0	    1	  430	 1739
   124 1.844025E-003 1.459185E-003 2.121965E-003   1	  125	    0	    0	 1761
   125 1.940235E-003 1.421770E-003 2.105930E-003   3	 1459	 1870	  124	    0	    0	 1129	 1200	 1761
   126 2.121965E-003 1.817300E-003 2.886300E-004   3	    0	  127	 1275	    0	    1	  429	 1799	 1584
   127 2.084550E-003 1.827990E-003 2.565600E-004   2	 2661	  126	    0	    0	  707	 1799
   128 4.596700E-004 2.138000E-005 1.336250E-003   1	 5892	    0	    0	 1815
   129 1.272110E-003 1.015550E-004 2.886300E-004   1	 2307	    0	    0	 1816
   130 1.710400E-004 1.443150E-004 1.961615E-003   1	 4121	    0	    0	 1833
   131 1.480565E-003 1.240040E-003 1.966960E-003   1	 4912	    0	    0	 1855
   132 2.121965E-003 1.544705E-003 3.741500E-005   3	    0	 1203	 5589	    0	    1	  428	  575	 1897
   133 1.603500E-005 1.117105E-003 1.122450E-004   4	   -1	 4787	 4397	 4221	    1	    0	  427	 1878	 1156	 1899
   134 1.293490E-003 1.485910E-003 1.854715E-003   3	 3544	  823	 4030	    0	    0	 1251	 1396	 1914
   135 1.646260E-003 7.483000E-004 1.603500E-005   1	 5035	    0	    0	 1916
   136 1.827990E-003 1.566085E-003 1.811955E-003   1	 5927	    0	    0	 1923
   137 1.977650E-004 2.015065E-003 4.757050E-004   1	 1160	    0	    0	 1942
   138 1.320215E-003 5.826050E-004 4.382900E-004   2	 3234	 4479	    0	    0	 1066	 1943
   139 3.207000E-005 8.070950E-004 4.970850E-004   2	   -1	 3782	    1	    0	  426	 1965
   140 1.961615E-003 8.124400E-004 1.678330E-003   1	 4601	    0	    0	 1987
   141 9.995150E-004 1.154520E-003 1.651605E-003   2	 2617	 3984	    0	    0	 1994	 1135
   142 1.753160E-003 3.420800E-004 5.024300E-004   2	 5225	 5352	    0	    0	 1999	 2007
   143 1.512635E-003 1.181245E-003 6.467450E-004   1	 4201	    0	    0	 2009
   144 1.325560E-003 3.046650E-004 1.603500E-004   2	 1851	 5859	    0	    0	 2012	 2004
   145 4.810500E-004 1.282800E-003 1.384355E-003   1	 5649	    0	    0	 2017
   146 2.009720E-003 7.643350E-004 2.127310E-003   1	 4708	    0	    0	 2024
   147 1.272110E-003 1.560740E-003 1.608845E-003   1	 4776	    0	    0	 2026
   148 1.485910E-003 1.614190E-003 1.400390E-003   2	 4217	 2347	    0	    0	 2028	 1128
   149 1.822645E-003 9.727900E-004 1.256075E-003   1	 3890	    0	    0	 2039
   150 1.550050E-004 3.688050E-004 1.999030E-003   1	  813	    0	    0	 2042
   151 5.345000E-006 2.779400E-004 1.197280E-003   2	  152	   -1	    1	    0	 2044	  425
   152 5.345000E-006 3.260450E-004 1.197280E-003   3	  151	   -1	  407	    1	    0	 2044	  424	 2021
   153 7.429550E-004 1.229350E-003 1.763850E-003   1	  670	    0	    0	 2050
   154 6.841600E-004 1.710400E-004 1.550050E-004   2	 2240	  177	    0	    0	 1877	 2055
   155 5.345000E-006 1.779885E-003 6.039850E-004   3	   -1	 1879	  191	    1	    0	  423	 1126	 2056
   156 1.790575E-003 7.376100E-004 1.170555E-003   2	  157	 2662	    0	    0	 2057	 1466
   157 1.844025E-003 7.322650E-004 1.181245E-003   2	  156	 4246	    0	    0	 2057	 1095
   158 5.665700E-004 6.520900E-004 1.020895E-003   2	 4697	 3212	    0	    0	 2064	  683
   159 4.062200E-004 5.719150E-004 3.741500E-004   1	 5805	    0	    0	 2069
   160 8.658900E-004 1.250730E-003 2.063170E-003   1	 5017	    0	    0	 2076
   161 3.474250E-004 2.127310E-003 7.803700E-004   2	 5040	 2042	    0	    0	 1085	 2077
   162 1.336250E-003 2.121965E-003 1.838680E-003   1	 6028	    0	    0	 2084
   163 6.520900E-004 1.010205E-003 2.009720E-003   1	 4540	    0	    0	 2085
   164 1.042275E-003 1.860060E-003 1.154520E-003   1	 1961	    0	    0	 2112
   165 3.207000E-004 1.956270E-003 1.550050E-003   4	  112	 3564	 2078	 4305	    0	    0	 1661	  884	 2115	 1703
   166 1.074345E-003 2.047135E-003 1.288145E-003   2	 3426	  752	    0	    0	 2118	 2046
   167 1.122450E-003 4.489800E-004 1.485910E-003   1	 1773	    0	    0	 2124
   168 1.341595E-003 1.218660E-003 1.876095E-003   1	 2059	    0	    0	 2125
   169 1.827990E-003 1.448495E-003 1.689020E-003   1	 6041	    0	    0	 2128
   170 5.932950E-004 1.881440E-003 2.004375E-003   1	  770	    0	    0	 2130
   171 1.256075E-003 1.817300E-004 7.536450E-004   2	 4528	 5936	    0	    0	 2131	  801
   172 4.650150E-004 1.699710E-003 9.888250E-004   6	 1055	 1483	 1068	 2714	 1709	 1054	    0	    0	  655	 1170	 2108	 2137	 2000	 1502
   173 5.345000E-006 1.806610E-003 4.863950E-004   2	 2642	   -1	    1	    0	 2139	  422
   174 1.779885E-003 7.803700E-004 1.197280E-003   1	 1560	    0	    0	 2143
   175 1.282800E-004 1.560740E-003 6.414000E-005   1	 5244	    0	    0	 2144
   176 2.127310E-003 1.721090E-003 1.603500E-005   2	 2058	    0	    0	    1	 2145	  421
   177 6.681250E-004 1.763850E-004 8.017500E-005   2	  154	 5484	    0	    0	 2055	 2148
   178 2.939750E-004 6.307100E-004 3.688050E-004   2	 6027	 3114	    0	    0	  615	 2151
   179 1.662295E-003 1.630225E-003 5.879500E-004   2	 5446	  870	    0	    0	 2035	 2153
   180 2.015065E-003 2.121965E-003 1.480565E-003   2	 5684	 3988	    0	    0	  459	 2160
   181 2.121965E-003 9.995150E-004 6.574350E-004   3	    0	 5770	 2369	    0	    1	  420	  929	 2163
   182 8.445100E-004 1.111760E-003 1.464530E-003   2	 5360	 3061	    0	    0	 2170	 2062
   183 9.246850E-004 3.741500E-004 1.689020E-003   2	 3500	 5657	    0	    0	 2048	 2174
   184 1.421770E-003 1.560740E-003 1.427115E-003   1	 4723	    0	    0	 2177
   185 5.024300E-004 1.694365E-003 1.881440E-003   1	 5386	    0	    0	 2178
   186 7.055400E-004 9.193400E-004 8.177850E-004   1	 1146	    0	    0	 2180
   187 1.282800E-004 7.750250E-004 5.345000E-006   2	  613	 5375	    0	    0	 2181	 2020
   188 1.523325E-003 1.352285E-003 5.345000E-006   2	 5911	 1944	    0	    0	 2184	  863
   189 5.345000E-004 1.282800E-003 1.191935E-003   3	 5550	 5618	 5784	    0	    0	 2186	 1080	 2185
   190 1.047620E-003 9.781350E-004 7.964050E-004   1	 6032	    0	    0	 2188
   191 1.069000E-005 1.769195E-003 6.734700E-004   4	   -1	 2179	  155	 2218	    1	    0	  419	 1736	 2056	 2190
   192 2.111275E-003 4.543250E-004 1.801265E-003   3	    0	 3328	  193	    0	    1	  418	  574	 2191
   193 2.121965E-003 4.650150E-004 1.860060E-003   2	  192	    0	    0	    1	 2191	  417
   194 1.731780E-003 6.307100E-004 1.838680E-003   2	 5707	  473	    0	    0	 2192	  999
   195 8.391650E-004 2.084550E-003 2.672500E-004   1	 1221	    0	    0	 2194
   196 5.345000E-006 1.309525E-003 8.819250E-004   3	 4039	 2840	   -1	    1	    0	 2196	 2106	  416
   197 1.790575E-003 8.445100E-004 1.635570E-003   2	 3788	 3893	    0	    0	 1622	 2197
   198 1.432460E-003 5.505350E-004 1.870750E-004   2	 2938	  199	    0	    0	 2091	 2202
   199 1.389700E-003 5.772600E-004 2.351800E-004   1	  198	    0	    0	 2202
   200 2.127310E-003 7.803700E-004 2.244900E-004   2	 1538	    0	    0	    1	 2207	  415
   201 1.731780E-003 4.757050E-004 4.543250E-004   1	 1108	    0	    0	 2209
   202 5.612250E-004 3.153550E-004 1.726435E-003   3	 6037	 5242	 3063	    0	    0	 2214	 1613	 2166
   203 1.063655E-003 1.170555E-003 2.672500E-004   1	 4117	    0	    0	 2218
   204 1.165210E-003 3.260450E-004 1.202625E-003   1	 5691	    0	    0	 2220
   205 2.031100E-003 1.950925E-003 1.122450E-003   1	 2979	    0	    0	 2221
   206 1.614190E-003 1.202625E-003 6.146750E-004   1	 4201	    0	    0	 2226
   207 1.191935E-003 2.025755E-003 1.325560E-003   2	 5666	 3427	    0	    0	  960	 2228
   208 2.084550E-004 2.127310E-003 8.177850E-004   2	 2042	 2145	    0	    0	 1007	 2232
   209 8.819250E-004 5.345000E-006 7.589900E-004   1	 5978	    0	    0	 2234
   210 1.309525E-003 1.902820E-003 1.026240E-003   1	 5697	    0	    0	 2237
   211 1.111760E-003 1.117105E-003 1.517980E-003   2	  119	 4820	    0	    0	 1706	 2238
   212 1.352285E-003 1.592810E-003 1.149175E-003   2	 5698	 5320	    0	    0	 1395	 2241
   213 1.582120E-003 1.982995E-003 5.451900E-004   3	 5598	 2263	 5243	    0	    0	 2243	 2083	 1686
   214 1.069000E-004 1.266765E-003 7.750250E-004   1	 2265	    0	    0	 2247
   215 1.010205E-003 1.742470E-003 1.293490E-003   3	 1680	  471	 5058	    0	    0	 2255	 1454	 2245
   216 8.872700E-004 1.282800E-003 1.480565E-003   1	 3547	    0	    0	 2259
   217 1.282800E-004 2.121965E-003 2.036445E-003   2	 5255	 2920	    0	    0	  580	 2260
   218 8.231300E-004 3.207000E-005 8.552000E-005   1	  219	    0	    0	 2288
   219 8.979600E-004 1.069000E-005 1.175900E-004   2	  218	 4564	    0	    0	 2288	 1025
   220 5.345000E-006 1.379010E-003 3.901850E-004   2	 4161	   -1	    1	    0	 2292	  414
   221 4.276000E-005 2.619050E-004 1.015550E-003   3	 1421	 6035	 2973	    0	    0	 1480	 1481	 2308
   222 4.703600E-004 1.368320E-003 1.427115E-003   1	 1001	    0	    0	 2313
   223 1.106415E-003 9.086500E-004 3.741500E-005   1	 5898	    0	    0	 2315
   224 1.085035E-003 6.039850E-004 1.950925E-003   1	 1003	    0	    0	 2319
   225 1.240040E-003 5.024300E-004 3.741500E-004   1	 3233	    0	    0	 2322
   226 7.643350E-004 1.587465E-003 5.345000E-005   2	 4886	 1361	    0	    0	 2080	 2323
   227 1.250730E-003 3.474250E-004 5.345000E-006   2	  228	   79	    0	    0	 2343	 1435
   228 1.277455E-003 4.115650E-004 1.069000E-005   4	  227	 5505	  440	 1503	    0	    0	 2343	 1591	  525	  498
   229 2.191450E-004 1.491255E-003 2.993200E-004   2	 2006	 4161	    0	    0	 2212	 2345
   230 8.552000E-005 1.940235E-003 1.603500E-005   1	  231	    0	    0	 2347
   231 1.069000E-004 1.988340E-003 5.345000E-006   2	  230	 6049	    0	    0	 2347	 2330
   232 1.325560E-003 1.202625E-003 1.966960E-003   1	 3555	    0	    0	 2350
   233 5.398450E-004 9.834800E-004 5.345000E-006   1	  234	    0	    0	 2355
   234 4.863950E-004 9.674450E-004 2.672500E-005   2	  233	 3154	    0	    0	 2355	 1429
   235 4.917400E-004 3.901850E-004 3.955300E-004   1	 3511	    0	    0	 2363
   236 1.341595E-003 1.651605E-003 1.817300E-003   2	 1770	 2452	    0	    0	  928	 2372
   237 1.950925E-003 9.621000E-004 2.084550E-003   1	 3660	    0	    0	 2380
   238 1.448495E-003 1.924200E-004 9.300300E-004   3	 2406	 5930	 2989	    0	    0	 2386	 2385	 1416
   239 1.480565E-003 9.086500E-005 1.833335E-003   2	 5000	 3518	    0	    0	 2368	 2387
   240 4.650150E-004 1.304180E-003 7.803700E-004   1	 5665	    0	    0	 2410
   241 7.910600E-004 2.111275E-003 3.313900E-004   1	 1221	    0	    0	 2423
   242 2.084550E-003 2.138000E-005 1.181245E-003   2	 4587	  243	    0	    0	 1002	 2424
   243 2.121965E-003 3.207000E-005 1.207970E-003   2	    0	  242	    0	    1	  413	 2424
   244 1.095725E-003 6.734700E-004 4.543250E-004   1	 1358	    0	    0	 2445
   245 1.341595E-003 1.870750E-004 8.926150E-004   4	 5930	 4326	 4954	 3271	    0	    0	 2408	 1088	 2452	 1792
   246 1.897475E-003 1.443150E-003 1.181245E-003   3	 3339	 3096	 3338	    0	    0	 2455	 2119	 1212
   247 8.926150E-004 6.520900E-004 1.769195E-003   3	 5657	 1398	 2062	    0	    0	 1936	 2457	  610
   248 1.069000E-003 1.309525E-003 1.870750E-004   2	 2748	 3421	    0	    0	 2460	 1872
   249 1.950925E-003 3.367350E-004 1.277455E-003   1	 3696	    0	    0	 2461
   250 1.603500E-003 1.870750E-004 1.747815E-003   1	 4903	    0	    0	 2467
   251 1.293490E-003 1.336250E-004 1.747815E-003   2	 4620	 3827	    0	    0	 1548	 2468
   252 1.282800E-003 2.116620E-003 1.689020E-003   1	 1774	    0	    0	 2480
   253 6.574350E-004 1.603500E-005 2.458700E-004   2	 3048	 5322	    0	    0	 2483	 1302
   254 1.972305E-003 9.941700E-004 2.832850E-004   2	 5277	 5791	    0	    0	 2485	 2349
   255 1.427115E-003 3.367350E-004 2.100585E-003   1	 2297	    0	    0	 2488
   256 1.705055E-003 5.345000E-006 9.621000E-004   2	 4483	 4385	    0	    0	 1630	 2491
   257 1.052965E-003 1.069000E-005 1.689020E-003   3	 5767	 1026	 1240	    0	    0	 2492	  943	  901
   258 3.313900E-004 2.015065E-003 4.650150E-004   1	 1700	    0	    0	 2493
   259 3.100100E-004 8.765800E-004 2.127310E-003   1	 3753	    0	    0	 2507
   260 2.084550E-004 3.046650E-004 3.046650E-004   2	 5708	 2866	    0	    0	 2508	 1861
   261 1.972305E-003 1.763850E-003 1.635570E-003   4	 5362	 3634	 1252	 5311	    0	    0	 2510	 1125	 1633	 1195
   262 7.001950E-004 2.116620E-003 1.977650E-004   1	  998	    0	    0	 2511
   263 4.650150E-004 1.175900E-004 5.451900E-004   1	 5627	    0	    0	 2512
   264 1.336250E-003 1.069000E-005 1.694365E-003   1	 1590	    0	    0	 2514
   265 2.105930E-003 6.414000E-005 2.116620E-003   3	    0	 1381	 1180	    0	    1	  412	 1669	 2517
   266 2.244900E-004 6.681250E-004 1.667640E-003   2	 5633	 3722	    0	    0	 1991	 2519
   267 1.197280E-003 5.345000E-006 1.651605E-003   4	 1078	 1026	 1574	 1733	    0	    0	 1685	 1691	 2521	 1022
   268 1.234695E-003 1.523325E-003 1.630225E-003   1	  269	    0	    0	 2523
   269 1.256075E-003 1.582120E-003 1.683675E-003   1	  268	    0	    0	 2523
   270 8.712350E-004 5.345000E-004 1.063655E-003   3	 5842	 1012	 5914	    0	    0	  798	 2528	 2529
   271 1.240040E-003 1.122450E-003 5.665700E-004   1	 3029	    0	    0	 2531
   272 1.149175E-003 1.069000E-005 1.143830E-003   2	  273	 5952	    0	    0	 2532	 1881
   273 1.063655E-003 5.345000E-006 1.154520E-003   1	  272	    0	    0	 2532
   274 1.448495E-003 1.945580E-003 1.304180E-003   2	 2102	  923	    0	    0	 2533	 1802
   275 1.929545E-003 1.587465E-003 1.630225E-003   1	  279	    0	    0	 2547
   276 1.197280E-003 1.352285E-003 7.910600E-004   2	 2580	 4577	    0	    0	 2553	  776
   277 1.069000E-005 2.015065E-003 2.116620E-003   2	 2920	   -1	    1	    0	 2554	  411
   278 1.763850E-004 1.069000E-005 1.624880E-003   2	  845	 3002	    0	    0	 2556	  572
   279 1.977650E-003 1.603500E-003 1.635570E-003   2	 2429	  275	    0	    0	 2559	 2547
   280 9.621000E-004 1.849370E-003 1.614190E-003   1	 2378	    0	    0	 2563
   281 4.489800E-004 7.483000E-004 2.127310E-003   2	   62	 4329	    0	    0	 1354	 2565
   282 7.910600E-004 1.427115E-003 5.665700E-004   3	 4984	  386	 4983	    0	    0	 2098	 2550	 2566
   283 5.986400E-004 6.414000E-004 5.451900E-004   3	 3672	 5222	 4299	    0	    0	 2154	 1070	 2569
   284 1.143830E-003 8.070950E-004 5.986400E-004   1	 3981	    0	    0	 2571
   285 1.277455E-003 2.244900E-004 1.384355E-003   2	 2792	 4112	    0	    0	 2244	 2577
   286 5.772600E-004 6.948500E-004 1.550050E-003   2	 3382	  544	    0	    0	 2583	 2222
   287 2.121965E-003 6.414000E-005 8.819250E-004   3	 2149	    0	 3924	    0	    1	 2589	  410	 1031
   288 1.010205E-003 9.995150E-004 1.924200E-004   2	 1446	  958	    0	    0	 1402	 2592
   289 2.116620E-003 3.901850E-004 2.127310E-003   2	    0	 4840	    0	    1	  409	 2598
   290 5.345000E-006 1.288145E-003 2.405250E-004   4	 1434	   -1	 4788	 1951	    1	    0	 2615	  408	 2067	 1464
   291 1.844025E-003 3.207000E-005 1.117105E-003   1	 1496	    0	    0	 2619
   292 7.055400E-004 8.445100E-004 1.539360E-003   2	 4210	 2717	    0	    0	 2164	 2623
   293 1.977650E-004 1.646260E-003 1.106415E-003   2	 4650	 4439	    0	    0	 1492	 2627
