     1 6.764674E-014 8.992342E-006 2.901918E-002 0.000000E+000
     2 1.328503E-013 1.170982E-005 2.751745E-002 0.000000E+000
     3 2.458493E-014 1.073898E-005 2.990045E-002 0.000000E+000
     4 4.596313E-014 5.452267E-006 2.144979E-002 0.000000E+000
     5 1.756067E-014 8.806402E-006 3.282417E-002 0.000000E+000
     6 3.237270E-014 9.161322E-006 2.583597E-002 0.000000E+000
     7 8.245878E-015 5.118397E-006 3.181981E-002 0.000000E+000
     8 1.985119E-014 3.225394E-006 3.925497E-002 0.000000E+000
     9 2.137820E-014 7.112674E-006 3.005275E-002 0.000000E+000
    10 1.068910E-014 1.120555E-005 2.258770E-002 0.000000E+000
    11 2.259981E-014 6.391005E-006 2.466299E-002 0.000000E+000
    12 3.054029E-014 9.123329E-006 2.165613E-002 0.000000E+000
    13 2.122550E-014 3.598792E-006 2.337404E-002 0.000000E+000
    14 1.287273E-013 1.592478E-005 2.992276E-002 0.000000E+000
    15 3.405242E-014 9.589697E-006 3.338096E-002 0.000000E+000
    16 2.779166E-014 1.301830E-005 3.344148E-002 0.000000E+000
    17 1.924038E-014 6.622694E-006 3.123967E-002 0.000000E+000
    18 5.008607E-014 1.064426E-005 2.662816E-002 0.000000E+000
    19 1.786607E-014 8.055403E-006 3.095725E-002 0.000000E+000
    20 3.084569E-014 8.733506E-006 3.166020E-002 0.000000E+000
    21 3.615970E-013 1.061325E-005 2.617190E-002 0.000000E+000
    22 1.374313E-014 4.482524E-006 3.437805E-002 0.000000E+000
    23 1.866012E-013 1.988849E-005 2.938757E-002 0.000000E+000
    24 1.725526E-014 6.258674E-006 3.042618E-002 0.000000E+000
    25 2.015659E-014 4.400309E-006 3.547104E-002 0.000000E+000
    26 7.421290E-014 8.183939E-006 2.806618E-002 0.000000E+000
    27 1.623216E-013 1.001087E-005 3.144432E-002 0.000000E+000
    28 1.862958E-014 9.892258E-006 3.878825E-002 0.000000E+000
    29 1.618635E-014 2.740427E-006 3.261876E-002 0.000000E+000
    30 9.620191E-015 8.565616E-006 4.212222E-002 0.000000E+000
    31 6.382920E-014 5.487753E-006 3.118521E-002 0.000000E+000
    32 9.925594E-015 7.859233E-006 3.366353E-002 0.000000E+000
    33 8.551281E-015 7.289720E-006 4.260064E-002 0.000000E+000
    34 1.725526E-014 4.268631E-006 2.363996E-002 0.000000E+000
    35 7.787773E-015 5.741158E-006 3.865190E-002 0.000000E+000
    36 9.009385E-015 2.387665E-006 3.538925E-002 0.000000E+000
    37 1.862958E-014 8.980139E-006 2.944861E-002 0.000000E+000
    38 2.305792E-014 3.937581E-006 3.340587E-002 0.000000E+000
    39 1.129991E-014 6.438298E-006 3.203294E-002 0.000000E+000
    40 2.718086E-014 5.906134E-006 2.732006E-002 0.000000E+000
