 12545
   204   3678      0 1.546041E-005 3.925709E-002 5.345000E-006
   205   3676      0 2.148784E-005 3.330002E-002 5.345000E-006
   206     -1   3665 7.174382E-006 3.788848E-002 3.162145E-005
   207   3661      0 1.751461E-005 3.615296E-002 5.345000E-006
   208     -1   3635 6.172814E-006 3.776400E-002 2.329831E-005
   209     -1   3577 6.031004E-007 3.077882E-002 2.203800E-005
   210   3558      0 9.298657E-006 3.114156E-002 2.725426E-005
   211     -1   3530 4.615945E-006 3.312971E-002 4.437491E-005
   212     -1   3506 1.440140E-005 2.952668E-002 3.891219E-005
   213     -1   3494 1.471157E-005 3.567725E-002 5.345000E-006
   214     -1   3487 1.549144E-006 2.901327E-002 2.288423E-004
   215   3482      0 9.269701E-006 2.308795E-002 2.777343E-005
   216   3439      0 5.084210E-006 2.721136E-002 1.193776E-004
   217   3409      0 2.952980E-005 4.356016E-002 5.345000E-006
   218     -1   3404 1.186921E-005 2.636678E-002 3.380475E-005
   219   3397      0 1.518989E-005 2.033912E-002 5.345000E-006
   220     -1   3371 1.117571E-005 3.211640E-002 3.162145E-005
   221   3368      0 9.238464E-006 3.511650E-002 3.380475E-005
   222   3364      0 6.252281E-007 3.620027E-002 3.513052E-005
   223   3363      0 3.927850E-006 3.573287E-002 3.462870E-005
   224   3358      0 5.958154E-006 3.228483E-002 2.618505E-005
   225     -1   3340 1.897645E-005 2.603942E-002 5.345000E-006
   226   3328      0 9.910086E-006 3.056181E-002 2.672500E-005
   227   3327      0 1.556938E-005 4.000385E-002 5.345000E-006
   228   3311      0 6.110645E-006 3.199095E-002 5.927067E-005
   229     -1   3307 1.041793E-005 3.442847E-002 5.345000E-006
   230     -1   3306 1.738183E-005 2.612762E-002 5.345000E-006
   231   3287      0 1.185431E-005 3.463348E-002 5.345000E-006
   232   3261      0 1.283450E-005 2.584150E-002 5.345000E-006
   233     -1   3259 8.539385E-006 2.853348E-002 3.894037E-005
   234   3244      0 1.569578E-005 2.748651E-002 5.345000E-006
   235   3240      0 4.696250E-006 3.042986E-002 2.446135E-005
   236   3207      0 1.434847E-005 3.680756E-002 5.345000E-006
   237     -1   3184 1.320889E-005 3.489739E-002 5.345000E-006
   238     -1   3139 1.699004E-005 2.459846E-002 5.345000E-006
   239     -1   3137 1.434980E-005 2.918402E-002 5.345000E-006
   240   3135      0 1.559297E-005 3.263409E-002 5.345000E-006
   241   3134      0 1.645626E-005 3.301180E-002 5.345000E-006
   242   3125      0 1.988352E-006 3.853121E-002 5.080657E-005
   243   3103      0 3.919289E-006 3.567651E-002 2.927577E-005
   244   3087      0 7.433053E-006 3.059360E-002 2.449387E-005
   245   3085      0 5.500618E-007 3.810064E-002 4.910773E-005
   246   3058      0 1.242610E-005 3.109882E-002 5.345000E-006
   247   3034      0 1.629298E-005 4.329432E-002 5.345000E-006
   248     -1   3028 1.588388E-005 2.996209E-002 4.439890E-005
   249   3025      0 1.346554E-005 3.183069E-002 5.345000E-006
   250   3024      0 2.204063E-006 3.604043E-002 2.203800E-005
   251   3023      0 8.450896E-006 2.924956E-002 2.507027E-005
   252     -1   2983 5.782345E-006 4.021218E-002 4.876300E-005
   253   2982      0 4.287802E-006 2.875814E-002 1.603500E-005
   254   2979      0 1.965303E-006 3.365796E-002 1.091335E-004
   255     -1   2965 1.079141E-005 2.459790E-002 2.390357E-005
   256     -1   2963 1.273283E-005 1.948392E-002 5.345000E-006
   257     -1   2962 2.007275E-005 2.166658E-002 5.345000E-006
   258     -1   2920 1.052102E-005 2.997237E-002 4.309277E-005
   259   2849      0 8.667954E-006 3.022558E-002 5.345000E-006
   260   2848      0 1.666450E-005 2.717157E-002 5.345000E-006
   261     -1   2840 1.479426E-005 2.812471E-002 5.345000E-006
   262     -1   2824 3.553348E-006 3.285746E-002 6.318113E-005
   263     -1   2818 1.342063E-005 3.152225E-002 5.345000E-006
   264     -1   2814 3.224046E-006 2.925546E-002 1.999916E-005
   265   2805      0 8.789643E-006 2.476457E-002 5.345000E-006
   266   2770      0 1.541171E-006 3.122321E-002 3.115294E-005
   267   2761      0 1.035676E-005 2.518043E-002 5.345000E-006
   268     -1   2757 1.004770E-005 3.243922E-002 5.345000E-006
   269     -1   2751 5.111867E-006 2.559546E-002 3.576944E-005
   270   2746      0 6.077202E-006 3.383205E-002 1.999916E-005
   271   2745      0 9.644944E-006 3.383294E-002 2.449387E-005
   272     -1   2711 7.296132E-006 2.717904E-002 1.772736E-005
   273   2709      0 1.975433E-006 2.217200E-002 4.048127E-005
   274   2693      0 4.868604E-006 2.381451E-002 1.999916E-005
   275     -1   2686 6.998763E-006 4.029059E-002 2.618505E-005
   276   2682      0 1.047593E-005 3.529201E-002 1.621537E-004
   277     -1   2679 9.448700E-006 2.811812E-002 5.345000E-006
   278     -1   2670 9.543398E-006 2.989907E-002 5.345000E-006
   279   2661      0 1.576267E-005 2.519179E-002 5.345000E-006
   280     -1   2659 5.873764E-006 3.032704E-002 7.165316E-005
   281     -1   2655 1.239185E-006 2.946315E-002 7.458542E-005
   282     -1   2653 1.494167E-005 4.032386E-002 5.345000E-006
   283     -1   2638 1.276284E-005 2.639967E-002 5.345000E-006
   284   2623      0 1.044842E-005 3.271098E-002 2.725426E-005
   285   2611      0 2.846453E-006 3.816306E-002 6.343082E-005
   286   2557      0 1.797145E-005 2.806680E-002 4.407600E-005
   287   2553      0 1.329272E-005 3.445657E-002 5.345000E-006
   288     -1   2545 2.616968E-005 2.947511E-002 5.345000E-006
   289     -1   2542 1.616897E-005 3.733782E-002 5.345000E-006
   290     -1   2538 8.673127E-006 1.428086E-002 5.345000E-006
   291   2489      0 2.041321E-005 2.917234E-002 5.345000E-006
   292   2442      0 1.623818E-005 2.881537E-002 5.345000E-006
   293   2441      0 3.441221E-006 1.586797E-002 2.203800E-005
   294   2414      0 4.808522E-006 2.367844E-002 1.999916E-005
   295   2385      0 8.779121E-006 2.147169E-002 5.345000E-006
   296   2379      0 1.186572E-005 2.836765E-002 5.345000E-006
   297     -1   2339 1.810468E-006 2.242069E-002 1.999916E-005
   298     -1   2322 7.404844E-006 3.746825E-002 3.255613E-005
   299     -1   2295 7.229289E-006 3.882706E-002 5.345000E-006
   300   2242      0 3.432222E-006 2.278523E-002 3.284530E-005
   301     -1   2200 2.591656E-006 2.997541E-002 1.690237E-005
   302     -1   2161 3.728708E-006 3.190441E-002 2.329831E-005
   303   2140      0 1.842052E-005 3.495411E-002 5.345000E-006
   304   2120      0 1.083665E-005 3.367542E-002 5.345000E-006
   305     -1   2117 7.681455E-006 3.467364E-002 2.203800E-005
   306     -1   2093 3.244646E-006 2.245127E-002 1.927167E-005
   307   2086      0 1.913333E-006 3.721240E-002 1.603500E-005
   308     -1   2070 6.850046E-006 3.252626E-002 5.345000E-006
   309     -1   2069 1.444629E-005 2.024686E-002 5.345000E-006
   310     -1   2063 1.914871E-005 3.277802E-002 5.345000E-006
   311     -1   2056 3.592365E-006 3.927866E-002 1.999916E-005
   312     -1   2048 6.119434E-006 3.603937E-002 2.725426E-005
   313     -1   2047 1.086662E-005 2.425573E-002 2.390357E-005
   314     -1   2037 1.340270E-005 3.426358E-002 5.345000E-006
   315     -1   2034 1.089188E-005 2.726124E-002 5.345000E-006
   316     -1   2033 1.309308E-005 2.611912E-002 5.345000E-006
   317   1968      0 1.556861E-006 3.679252E-002 5.793787E-005
   318     -1   1963 1.371590E-005 3.134790E-002 5.345000E-006
   319     -1   1956 5.355292E-006 3.696958E-002 2.725426E-005
   320   1952      0 4.510110E-006 2.881393E-002 3.624298E-005
   321     -1   1951 1.476355E-005 2.888655E-002 5.345000E-006
   322     -1   1943 7.282336E-006 2.828075E-002 5.345000E-006
   323   1924      0 1.864920E-006 2.485598E-002 5.405832E-005
   324     -1   1908 7.254832E-006 3.161058E-002 5.345000E-006
   325     -1   1879 8.447670E-006 3.375801E-002 5.345000E-006
   326     -1   1843 9.070301E-006 2.318115E-002 5.345000E-006
   327   1830      0 6.067769E-006 2.587644E-002 1.851562E-005
   328   1824      0 1.707139E-006 3.563405E-002 1.927167E-005
   329     -1   1812 1.150276E-005 3.256565E-002 5.345000E-006
   330     -1   1809 1.366280E-006 2.598711E-002 1.069000E-005
   331     -1   1796 8.653555E-006 2.563080E-002 1.999916E-005
   332   1792      0 3.957487E-006 2.681982E-002 2.203800E-005
   333     -1   1752 9.626394E-006 3.685317E-002 5.345000E-006
   334     -1   1751 1.996747E-005 3.127361E-002 5.345000E-006
   335   1632      0 2.857170E-006 4.203703E-002 7.539329E-005
   336   1599      0 8.254912E-006 3.037224E-002 5.345000E-006
   337     -1   1577 9.875406E-006 3.088637E-002 5.345000E-006
   338   1570      0 7.837137E-006 3.524901E-002 5.345000E-006
   339   1552      0 4.264190E-006 4.344073E-002 1.309252E-005
   340   1539      0 9.200553E-006 3.160746E-002 5.345000E-006
   341   1538      0 1.079383E-005 3.013532E-002 5.345000E-006
   342   1530      0 9.521748E-006 2.783844E-002 5.345000E-006
   343   1524      0 1.094234E-005 2.580553E-002 5.345000E-006
   344   1458      0 2.180482E-006 1.867397E-002 1.603500E-005
   345   1452      0 6.762097E-006 2.748577E-002 2.878371E-005
   346     -1   1434 1.076749E-005 2.309245E-002 5.345000E-006
   347   1430      0 9.362663E-006 1.564907E-002 5.345000E-006
   348   1419      0 1.597658E-005 3.374400E-002 5.345000E-006
   349   1403      0 8.763219E-006 2.390736E-002 5.345000E-006
   350   1386      0 4.999746E-006 2.976464E-002 1.927167E-005
   351   1374      0 1.062166E-005 2.704866E-002 5.345000E-006
   352   1371      0 8.361574E-006 3.705008E-002 5.345000E-006
   353   1363      0 2.558413E-006 2.726420E-002 7.046572E-005
   354     -1   1325 9.273010E-006 2.482005E-002 5.345000E-006
   355     -1   1311 3.455271E-006 2.825505E-002 5.753713E-005
   356     -1   1278 9.923076E-006 2.998919E-002 5.345000E-006
   357   1261      0 5.891138E-006 2.729759E-002 5.345000E-006
   358     -1   1237 9.246122E-006 3.560548E-002 5.345000E-006
   359   1211      0 4.647264E-006 3.165000E-002 5.345000E-006
   360     -1   1195 5.469205E-006 3.672012E-002 5.345000E-006
   361   1181      0 5.039206E-006 2.846423E-002 5.345000E-006
   362   1180      0 6.082776E-006 4.449393E-002 1.603500E-005
   363   1156      0 7.787766E-006 2.638708E-002 5.345000E-006
   364   1139      0 4.957277E-006 2.742203E-002 2.841736E-005
   365   1132      0 9.780363E-006 3.569348E-002 5.345000E-006
   366   1097      0 1.006248E-005 3.130508E-002 5.345000E-006
   367   1087      0 2.767873E-006 3.485161E-002 3.304033E-005
   368     -1   1080 4.581906E-006 4.544244E-002 5.345000E-006
   369   1074      0 4.353566E-006 2.740365E-002 5.345000E-006
   370   1063      0 4.729135E-006 2.567759E-002 1.690237E-005
   371     -1   1042 5.018496E-006 3.001510E-002 1.603500E-005
   372     -1   1040 8.839702E-006 3.456427E-002 5.345000E-006
   373     -1   1031 9.014473E-006 3.520388E-002 5.345000E-006
   374   1020      0 8.340828E-006 2.906629E-002 5.345000E-006
   375   1019      0 3.433512E-006 3.019942E-002 1.195178E-005
   376   1018      0 8.622737E-006 3.331305E-002 5.345000E-006
   377   1005      0 5.817713E-006 2.512316E-002 5.345000E-006
   378    987      0 3.527501E-006 3.248072E-002 3.993857E-005
   379    960      0 6.057479E-006 4.084220E-002 1.511794E-005
   380     -1    959 1.785913E-005 2.818665E-002 5.345000E-006
   381     -1    928 9.854408E-006 3.408276E-002 5.345000E-006
   382    897      0 5.177197E-006 4.163017E-002 1.195178E-005
   383    877      0 2.190802E-006 3.430954E-002 1.195178E-005
   384     -1    869 2.400563E-006 3.236879E-002 5.345000E-006
   385    848      0 4.233066E-006 4.192729E-002 2.504431E-005
   386    827      0 1.312589E-006 2.748400E-002 2.504431E-005
   387     -1    800 1.669194E-006 3.019115E-002 2.203800E-005
   388    785      0 7.036337E-006 3.045370E-002 5.345000E-006
   389    777      0 3.952661E-006 2.522934E-002 3.316138E-005
   390    776      0 3.752064E-006 4.593730E-002 5.345000E-006
   391    748      0 5.841333E-006 4.274140E-002 5.345000E-006
   392     -1    663 7.128558E-006 2.691115E-002 5.345000E-006
   393     -1    661 5.872109E-006 3.077069E-002 2.449387E-005
   394    656      0 5.322187E-006 3.031849E-002 5.345000E-006
   395    626      0 6.502358E-006 3.271285E-002 5.345000E-006
   396     -1    621 3.006181E-006 4.790218E-002 3.260328E-005
   397    618      0 4.020633E-006 2.605812E-002 1.195178E-005
   398    599      0 6.287821E-006 3.775760E-002 5.345000E-006
   399    598      0 5.270648E-006 3.155451E-002 5.345000E-006
   400     -1    566 4.796080E-006 3.316512E-002 1.309252E-005
   401     -1    501 7.871701E-006 3.099703E-002 5.345000E-006
   402     -1    478 2.071006E-006 2.379686E-002 1.309252E-005
   403     -1    466 7.244347E-006 4.042689E-002 5.345000E-006
   404     -1    418 8.275410E-006 2.479358E-002 5.345000E-006
   405    417      0 7.469577E-006 3.021883E-002 2.924857E-005
   406     -1    394 7.982806E-006 3.600712E-002 5.345000E-006
   407     -1    393 1.978516E-006 3.241953E-002 1.309252E-005
   408     -1    290 8.746619E-006 4.312519E-002 5.345000E-006
   409    289      0 3.728494E-006 3.758506E-002 1.195178E-005
   410    287      0 8.693811E-006 3.215608E-002 5.345000E-006
   411     -1    277 1.305256E-005 2.710796E-002 5.345000E-006
   412    265      0 1.157705E-006 1.683342E-002 2.504431E-005
   413    243      0 1.108720E-005 2.954228E-002 5.345000E-006
   414     -1    220 9.575808E-006 3.075562E-002 5.345000E-006
   415    200      0 8.885918E-006 3.179230E-002 5.345000E-006
   416     -1    196 5.658661E-006 2.478587E-002 5.345000E-006
   417    193      0 1.044783E-005 3.479479E-002 5.345000E-006
   418    192      0 6.171536E-007 3.450084E-002 2.618505E-005
   419     -1    191 1.161179E-005 2.503123E-002 5.345000E-006
   420    181      0 7.439258E-006 2.776091E-002 5.345000E-006
   421    176      0 6.996849E-006 4.010396E-002 5.345000E-006
   422     -1    173 5.129791E-006 2.111311E-002 5.345000E-006
   423     -1    155 7.982409E-006 3.288139E-002 5.345000E-006
   424     -1    152 4.992049E-006 3.605840E-002 5.345000E-006
   425     -1    151 8.657192E-006 3.114351E-002 5.345000E-006
   426     -1    139 5.906029E-006 2.851963E-002 2.449387E-005
   427     -1    133 1.618687E-006 3.755152E-002 1.927167E-005
   428    132      0 6.545500E-006 3.505457E-002 5.345000E-006
   429    126      0 5.259117E-006 2.287323E-002 1.195178E-005
   430    123      0 3.940113E-006 6.250000E-002 5.345000E-006
   431    120      0 7.744745E-006 2.583961E-002 3.294879E-005
   432     -1    106 1.447036E-005 2.547635E-002 5.345000E-006
