 12545
     1   6292      0 1.159650E-005 3.254355E-002 5.345000E-006
     2   6281      0 6.824947E-006 3.060424E-002 1.195178E-005
     3   6273      0 1.192906E-005 3.279297E-002 5.345000E-006
     4   6270      0 4.587611E-006 3.345803E-002 1.951075E-005
     5     -1   6228 9.359878E-006 2.929443E-002 5.345000E-006
     6   6225      0 6.189800E-006 4.010820E-002 5.345000E-006
     7   6220      0 9.953479E-006 2.009016E-002 5.345000E-006
     8   6200      0 1.234908E-005 2.683507E-002 5.345000E-006
     9   6184      0 5.199499E-006 2.545601E-002 5.345000E-006
    10   6178      0 1.045504E-005 3.303672E-002 5.345000E-006
    11     -1   6177 1.481273E-006 3.623772E-002 7.206184E-005
    12     -1   6168 3.916741E-006 2.279744E-002 5.345000E-006
    13   6161      0 9.986705E-006 4.025793E-002 5.345000E-006
    14   6124      0 5.582635E-006 3.251760E-002 1.927167E-005
    15   6105      0 2.164964E-006 2.367757E-002 7.950278E-005
    16   6085      0 7.813748E-006 3.455313E-002 5.345000E-006
    17   6064      0 7.050955E-006 2.197698E-002 5.345000E-006
    18   6060      0 5.478719E-006 3.505097E-002 5.345000E-006
    19     -1   6049 5.661149E-005 3.523660E-002 5.345000E-006
    20     -1   6036 6.394147E-006 3.420224E-002 4.309277E-005
    21     -1   6035 4.660211E-005 2.879174E-002 5.345000E-006
    22     -1   6015 7.552326E-006 3.619755E-002 1.095130E-004
    23     -1   6010 2.311931E-005 3.727067E-002 5.806156E-005
    24     -1   5983 3.520014E-006 1.970038E-002 2.287732E-004
    25   5982      0 3.655904E-005 2.592385E-002 5.345000E-006
    26     -1   5967 1.628064E-005 3.426387E-002 5.806156E-005
    27   5961      0 7.147583E-006 3.287826E-002 5.999748E-005
    28     -1   5958 1.424794E-005 2.902708E-002 5.371659E-005
    29     -1   5942 8.368566E-006 3.795645E-002 1.170900E-004
    30     -1   5923 2.611705E-006 3.915560E-002 6.646986E-005
    31     -1   5918 4.382884E-005 3.817058E-002 5.345000E-006
    32   5915      0 7.803771E-006 3.848194E-002 2.169922E-004
    33     -1   5884 6.654753E-006 2.820757E-002 4.690218E-005
    34   5869      0 7.581269E-006 3.466385E-002 8.629171E-005
    35   5848      0 3.809618E-005 2.382520E-002 5.345000E-006
    36   5847      0 7.279210E-006 3.011494E-002 3.927757E-005
    37   5844      0 3.209077E-005 3.129300E-002 5.345000E-006
    38   5843      0 2.657216E-006 3.276316E-002 1.191354E-004
    39     -1   5821 7.063687E-006 3.455322E-002 1.555965E-004
    40     -1   5820 1.882704E-005 2.677402E-002 5.999748E-005
    41   5814      0 5.525826E-006 2.336712E-002 9.793211E-005
    42     -1   5813 8.868720E-006 2.852608E-002 4.309277E-005
    43     -1   5811 3.033800E-005 2.823387E-002 5.345000E-006
    44   5807      0 4.254647E-006 3.006484E-002 1.185319E-004
    45     -1   5799 3.049763E-005 3.077447E-002 5.345000E-006
    46   5770      0 1.011398E-005 3.198842E-002 3.891219E-005
    47   5769      0 2.911926E-005 3.042731E-002 6.414000E-005
    48   5766      0 3.091184E-006 3.108250E-002 1.425407E-004
    49     -1   5764 1.100521E-005 2.953677E-002 1.263777E-004
    50     -1   5717 7.908761E-006 2.224618E-002 3.927757E-005
    51   5710      0 4.043130E-006 3.307345E-002 3.927757E-005
    52   5675      0 2.692684E-005 3.405261E-002 5.345000E-006
    53   5674      0 3.036419E-005 3.462795E-002 5.345000E-006
    54     -1   5670 4.812082E-006 3.203449E-002 7.344916E-005
    55   5664      0 6.121959E-006 2.912579E-002 1.066544E-004
    56   5663      0 2.744888E-005 2.861524E-002 5.345000E-006
    57     -1   5652 8.470608E-007 2.730425E-002 1.171159E-004
    58   5636      0 1.454722E-005 2.300257E-002 6.589759E-005
    59     -1   5617 1.066427E-005 2.556178E-002 8.913408E-005
    60   5612      0 3.728336E-006 3.686295E-002 6.658044E-005
    61   5608      0 9.782690E-006 4.139979E-002 5.264214E-005
    62     -1   5595 1.285246E-006 2.385997E-002 2.541590E-004
    63   5590      0 1.081068E-005 4.262131E-002 4.174578E-005
    64   5589      0 2.269861E-005 3.202216E-002 5.345000E-006
    65   5578      0 1.769572E-005 2.260326E-002 7.451106E-005
    66   5577      0 1.039299E-005 1.248443E-002 7.217234E-005
    67   5548      0 6.048328E-006 2.314623E-002 4.105572E-005
    68     -1   5545 2.507680E-005 2.009969E-002 5.345000E-006
    69     -1   5544 3.031690E-005 3.808020E-002 5.345000E-006
    70   5543      0 4.140430E-006 3.640711E-002 4.700313E-005
    71   5539      0 2.514851E-005 4.678692E-002 5.345000E-006
    72   5538      0 1.791603E-006 3.453225E-002 8.666538E-005
    73   5521      0 9.942104E-006 3.354091E-002 7.897218E-005
    74   5510      0 7.041524E-006 3.557010E-002 3.741500E-005
    75     -1   5504 2.540075E-005 3.879203E-002 5.345000E-006
    76     -1   5503 1.593192E-005 3.293328E-002 5.098805E-005
    77     -1   5451 2.563878E-005 2.849182E-002 5.345000E-006
    78   5421      0 2.424257E-005 3.815416E-002 5.345000E-006
    79     -1   5383 7.273208E-006 2.897633E-002 3.741500E-005
    80     -1   5375 3.102981E-005 2.300424E-002 5.345000E-006
    81   5370      0 2.651461E-005 4.334503E-002 5.345000E-006
    82   5335      0 5.955255E-006 3.532563E-002 3.625155E-005
    83   5324      0 6.646586E-006 3.774077E-002 4.568608E-005
    84   5311      0 1.464583E-005 1.410362E-002 4.035387E-005
    85     -1   5289 1.989955E-005 3.962245E-002 5.345000E-006
    86     -1   5288 4.138596E-006 3.348147E-002 2.927577E-005
    87     -1   5251 3.265290E-005 3.085073E-002 7.521082E-005
    88   5235      0 7.409267E-006 2.923028E-002 3.817093E-005
    89   5229      0 2.627600E-005 3.516738E-002 5.345000E-006
    90     -1   5219 1.106178E-005 2.250942E-002 9.319863E-005
    91     -1   5218 4.599279E-006 3.993347E-002 1.130872E-004
    92   5204      0 6.593531E-006 3.738111E-002 3.422470E-005
    93   5134      0 6.842097E-006 3.004862E-002 3.207000E-005
    94   5118      0 2.581493E-005 3.488020E-002 7.030250E-005
    95     -1   5095 1.861776E-005 3.744984E-002 5.345000E-006
    96     -1   5094 2.474392E-006 3.156557E-002 3.162145E-005
    97   5085      0 1.222740E-005 2.983696E-002 1.153925E-004
    98   5072      0 1.010736E-005 2.348417E-002 9.830108E-005
    99   5070      0 1.145993E-005 2.842166E-002 5.554687E-005
   100   5064      0 2.606301E-005 2.336151E-002 5.345000E-006
   101     -1   4992 2.611689E-005 2.617068E-002 5.345000E-006
   102   4972      0 7.664909E-006 2.724150E-002 1.673480E-004
   103   4962      0 1.623531E-006 3.900901E-002 1.240367E-004
   104   4959      0 2.499823E-005 2.970781E-002 5.345000E-006
   105   4945      0 8.665361E-006 2.478539E-002 3.070469E-005
   106   4896      0 3.681363E-005 2.565927E-002 5.345000E-006
   107     -1   4885 6.481016E-006 3.030483E-002 3.251237E-005
   108     -1   4884 3.407144E-006 3.164976E-002 5.550871E-005
   109     -1   4883 9.908876E-006 4.534107E-002 3.422470E-005
   110     -1   4880 2.133192E-005 2.508586E-002 5.345000E-006
   111   4871      0 2.305274E-005 3.628235E-002 5.345000E-006
   112     -1   4848 2.969175E-005 1.993837E-002 5.345000E-006
   113   4840      0 2.207124E-005 3.215282E-002 5.345000E-006
   114     -1   4839 5.836948E-006 1.674208E-002 5.327757E-005
   115     -1   4838 2.535736E-005 3.287137E-002 5.345000E-006
   116     -1   4821 1.778092E-005 1.913645E-002 5.756741E-005
   117   4811      0 2.193779E-005 1.912726E-002 5.291280E-005
   118   4809      0 6.558784E-006 3.364177E-002 3.380475E-005
   119     -1   4795 1.585944E-005 1.692069E-002 4.597943E-005
   120     -1   4788 2.367632E-005 2.545140E-002 5.345000E-006
   121     -1   4786 8.648896E-006 3.433917E-002 4.407600E-005
   122   4784      0 1.365417E-005 2.984482E-002 6.122026E-005
   123     -1   4782 2.627930E-005 2.779979E-002 5.345000E-006
   124     -1   4729 4.160110E-005 3.045329E-002 5.345000E-006
   125   4698      0 9.607239E-006 3.070178E-002 5.879500E-005
   126   4660      0 2.006673E-005 1.889006E-002 4.566770E-005
   127     -1   4611 5.078917E-006 2.823278E-002 3.422470E-005
   128     -1   4610 1.873049E-005 6.250000E-002 5.345000E-006
   129   4609      0 4.442123E-006 2.763356E-002 1.676596E-004
   130   4600      0 1.978402E-005 2.955247E-002 5.345000E-006
   131   4592      0 2.155529E-005 2.936490E-002 5.345000E-006
   132   4587      0 1.239056E-005 2.119772E-002 5.371659E-005
   133   4585      0 1.792587E-005 2.647046E-002 5.345000E-006
   134     -1   4581 1.905796E-005 2.920088E-002 5.345000E-006
   135     -1   4580 1.738630E-005 4.026572E-002 5.345000E-006
   136     -1   4575 2.158494E-005 2.772836E-002 5.345000E-006
   137   4568      0 1.535944E-005 3.433268E-002 5.345000E-006
   138     -1   4553 3.816862E-006 2.162925E-002 6.180295E-005
   139   4549      0 4.012543E-006 3.570430E-002 4.852382E-005
   140   4548      0 2.780126E-005 3.068049E-002 5.345000E-006
   141     -1   4531 1.485840E-005 3.477154E-002 5.345000E-006
   142   4524      0 1.725750E-005 2.379911E-002 5.345000E-006
   143     -1   4494 5.010250E-006 3.722912E-002 4.725342E-005
   144   4481      0 1.575965E-006 2.734599E-002 8.285631E-005
   145   4477      0 1.149631E-006 2.390227E-002 5.237009E-005
   146   4476      0 7.821047E-007 3.337101E-002 3.023589E-005
   147     -1   4466 1.840246E-005 2.684256E-002 5.345000E-006
   148     -1   4465 2.853367E-005 2.140739E-002 5.345000E-006
   149     -1   4458 2.094443E-005 1.599349E-002 5.345000E-006
   150   4448      0 8.603665E-006 2.819565E-002 3.927757E-005
   151   4428      0 3.274836E-006 1.819316E-002 2.618505E-005
   152   4412      0 7.067621E-006 3.492792E-002 2.725426E-005
   153   4409      0 3.098710E-005 3.642465E-002 5.345000E-006
   154     -1   4397 1.831327E-005 2.901268E-002 5.345000E-006
   155   4396      0 8.393156E-006 1.275252E-002 5.871857E-005
   156   4388      0 3.565997E-006 2.755194E-002 6.047177E-005
   157     -1   4339 2.399418E-005 2.649067E-002 5.345000E-006
   158   4313      0 1.234488E-005 2.210641E-002 3.463956E-005
   159     -1   4283 1.605437E-005 2.954456E-002 5.345000E-006
   160     -1   4263 1.608792E-005 1.458170E-002 3.927757E-005
   161     -1   4255 3.408732E-006 2.645619E-002 5.915322E-005
   162   4245      0 6.350928E-006 2.818903E-002 2.777343E-005
   163   4244      0 1.462973E-005 2.414925E-002 3.380475E-005
   164   4240      0 2.657535E-005 2.993760E-002 5.345000E-006
   165   4239      0 1.802641E-005 3.661382E-002 5.345000E-006
   166     -1   4234 3.160478E-006 3.118053E-002 7.140478E-005
   167     -1   4230 2.242637E-005 3.492369E-002 5.345000E-006
   168     -1   4225 4.677605E-006 4.070703E-002 7.498634E-005
   169     -1   4221 6.071079E-006 3.790730E-002 3.023589E-005
   170     -1   4213 1.506855E-005 3.972426E-002 5.781501E-005
   171   4205      0 3.822391E-006 3.217050E-002 1.111200E-004
   172     -1   4189 1.572939E-006 2.958535E-002 7.395158E-005
   173   4181      0 1.773659E-005 3.360896E-002 5.345000E-006
   174   4164      0 1.017231E-005 3.478343E-002 3.380475E-005
   175     -1   4162 6.073083E-006 1.847074E-002 3.817093E-005
   176     -1   4098 7.642985E-006 3.331998E-002 5.536831E-005
   177   4046      0 1.839786E-005 4.125681E-002 5.345000E-006
   178   4045      0 2.861341E-006 3.736746E-002 2.618505E-005
   179     -1   4005 1.164946E-005 1.896031E-002 3.927757E-005
   180   4002      0 5.265358E-006 4.128725E-002 7.116476E-005
   181   3988      0 2.643225E-005 3.453970E-002 5.345000E-006
   182     -1   3986 1.047779E-005 1.845677E-002 5.274269E-005
   183     -1   3932 1.631951E-005 2.937091E-002 5.345000E-006
   184   3924      0 1.971860E-005 3.364200E-002 5.345000E-006
   185     -1   3922 3.829839E-005 2.821822E-002 5.345000E-006
   186     -1   3920 2.143233E-005 3.649124E-002 5.345000E-006
   187     -1   3919 1.835559E-005 3.193515E-002 5.345000E-006
   188   3913      0 8.728338E-006 3.011210E-002 3.162145E-005
   189   3906      0 6.576985E-006 3.606226E-002 3.422470E-005
   190     -1   3901 1.793516E-005 2.919128E-002 5.345000E-006
   191     -1   3900 2.207153E-005 3.659162E-002 5.345000E-006
   192   3891      0 6.226770E-006 3.597385E-002 1.690237E-005
   193   3888      0 1.720726E-005 3.501588E-002 5.345000E-006
   194   3885      0 3.868267E-006 2.875633E-002 2.203800E-005
   195   3881      0 2.084072E-006 3.760137E-002 1.028264E-004
   196   3784      0 1.378071E-006 1.782302E-002 2.449387E-005
   197     -1   3780 3.240788E-006 3.790878E-002 2.390357E-005
   198     -1   3776 6.629221E-006 3.689988E-002 4.927493E-005
   199   3773      0 1.972004E-005 2.596218E-002 5.345000E-006
   200     -1   3742 1.268039E-005 3.825223E-002 5.345000E-006
   201     -1   3741 1.872895E-005 3.678001E-002 5.345000E-006
   202   3698      0 7.003093E-006 3.627859E-002 2.878371E-005
   203   3683      0 9.592924E-006 2.834623E-002 6.403380E-005
